Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Midnight Luxe Ring,midnight-luxe-ring-rings,"Midnight Luxe Ring by Royal Spark Jewelry. A luxury ring piece designed with premium finish, elegant presence, and timeless appeal.",Royal Spark,Apparel & Accessories > Jewelry,Rings,"Royal Spark,Rings,Luxury,Gold",TRUE,Active,RS-RIN-005,880000000029,,,,,,,,,,2780.00,3280.40,1334.40,TRUE,,,,,,shopify,12,DENY,180,g,TRUE,manual,https://customer-assets.emergentagent.com/job_shopify-gems-2/artifacts/zunjm4jc_426b8562-73d0-4980-b0fa-67c1b86f59ff.jpg,1,Midnight Luxe Ring by Royal Spark,,FALSE,Midnight Luxe Ring | Royal Spark Jewelry,"Midnight Luxe Ring by Royal Spark Jewelry. A luxury ring piece designed with premium finish, elegant presence, and timeless appeal.",gold; navy,Apparel & Accessories > Jewelry,Unisex,Adult,RS-RIN-005,Rings,"Luxury, Jewelry",new,TRUE,Rings,Royal Spark,Luxury,Import Batch 1,
Bridal Spark Ring,bridal-spark-ring-rings,"Bridal Spark Ring by Royal Spark Jewelry. A luxury ring piece designed with premium finish, elegant presence, and timeless appeal.",Royal Spark,Apparel & Accessories > Jewelry,Rings,"Royal Spark,Rings,Luxury,Gold",TRUE,Active,RS-RIN-006,880000000030,,,,,,,,,,3490.00,4118.20,1675.20,TRUE,,,,,,shopify,12,DENY,180,g,TRUE,manual,https://customer-assets.emergentagent.com/job_shopify-gems-2/artifacts/zunjm4jc_426b8562-73d0-4980-b0fa-67c1b86f59ff.jpg,1,Bridal Spark Ring by Royal Spark,,FALSE,Bridal Spark Ring | Royal Spark Jewelry,"Bridal Spark Ring by Royal Spark Jewelry. A luxury ring piece designed with premium finish, elegant presence, and timeless appeal.",gold; navy,Apparel & Accessories > Jewelry,Unisex,Adult,RS-RIN-006,Rings,"Luxury, Jewelry",new,TRUE,Rings,Royal Spark,Luxury,Import Batch 1,
Starlight Drop Earrings,starlight-drop-earrings-earrings,"Starlight Drop Earrings by Royal Spark Jewelry. A luxury earring piece designed with premium finish, elegant presence, and timeless appeal.",Royal Spark,Apparel & Accessories > Jewelry,Earrings,"Royal Spark,Earrings,Luxury,Gold",TRUE,Active,RS-EAR-001,880000000031,,,,,,,,,,1490.00,1758.20,715.20,TRUE,,,,,,shopify,12,DENY,180,g,TRUE,manual,https://supremejewelers.com/cdn/shop/files/Earrings.jpg?v=1746694447&width=768,1,Starlight Drop Earrings by Royal Spark,,FALSE,Starlight Drop Earrings | Royal Spark Jewelry,"Starlight Drop Earrings by Royal Spark Jewelry. A luxury earring piece designed with premium finish, elegant presence, and timeless appeal.",gold; navy,Apparel & Accessories > Jewelry,Unisex,Adult,RS-EAR-001,Earrings,"Luxury, Jewelry",new,TRUE,Earrings,Royal Spark,Luxury,Import Batch 1,
Royal Stud Earrings,royal-stud-earrings-earrings,"Royal Stud Earrings by Royal Spark Jewelry. A luxury earring piece designed with premium finish, elegant presence, and timeless appeal.",Royal Spark,Apparel & Accessories > Jewelry,Earrings,"Royal Spark,Earrings,Luxury,Gold",TRUE,Active,RS-EAR-002,880000000032,,,,,,,,,,1190.00,1404.20,571.20,TRUE,,,,,,shopify,12,DENY,180,g,TRUE,manual,https://supremejewelers.com/cdn/shop/files/Earrings.jpg?v=1746694447&width=768,1,Royal Stud Earrings by Royal Spark,,FALSE,Royal Stud Earrings | Royal Spark Jewelry,"Royal Stud Earrings by Royal Spark Jewelry. A luxury earring piece designed with premium finish, elegant presence, and timeless appeal.",gold; navy,Apparel & Accessories > Jewelry,Unisex,Adult,RS-EAR-002,Earrings,"Luxury, Jewelry",new,TRUE,Earrings,Royal Spark,Luxury,Import Batch 1,
Halo Luxe Earrings,halo-luxe-earrings-earrings,"Halo Luxe Earrings by Royal Spark Jewelry. A luxury earring piece designed with premium finish, elegant presence, and timeless appeal.",Royal Spark,Apparel & Accessories > Jewelry,Earrings,"Royal Spark,Earrings,Luxury,Gold",TRUE,Active,RS-EAR-003,880000000033,,,,,,,,,,1680.00,1982.40,806.40,TRUE,,,,,,shopify,12,DENY,180,g,TRUE,manual,https://supremejewelers.com/cdn/shop/files/Earrings.jpg?v=1746694447&width=768,1,Halo Luxe Earrings by Royal Spark,,FALSE,Halo Luxe Earrings | Royal Spark Jewelry,"Halo Luxe Earrings by Royal Spark Jewelry. A luxury earring piece designed with premium finish, elegant presence, and timeless appeal.",gold; navy,Apparel & Accessories > Jewelry,Unisex,Adult,RS-EAR-003,Earrings,"Luxury, Jewelry",new,TRUE,Earrings,Royal Spark,Luxury,Import Batch 1,
Moissanite Glow Earrings,moissanite-glow-earrings-earrings,"Moissanite Glow Earrings by Royal Spark Jewelry. A luxury earring piece designed with premium finish, elegant presence, and timeless appeal.",Royal Spark,Apparel & Accessories > Jewelry,Earrings,"Royal Spark,Earrings,Luxury,Gold,Moissanite",TRUE,Active,RS-EAR-004,880000000034,,,,,,,,,,1390.00,1640.20,667.20,TRUE,,,,,,shopify,12,DENY,180,g,TRUE,manual,https://supremejewelers.com/cdn/shop/files/Earrings.jpg?v=1746694447&width=768,1,Moissanite Glow Earrings by Royal Spark,,FALSE,Moissanite Glow Earrings | Royal Spark Jewelry,"Moissanite Glow Earrings by Royal Spark Jewelry. A luxury earring piece designed with premium finish, elegant presence, and timeless appeal.",gold; navy,Apparel & Accessories > Jewelry,Unisex,Adult,RS-EAR-004,Earrings,"Luxury, Jewelry",new,TRUE,Earrings,Royal Spark,Luxury,Import Batch 1,
Velvet Diamond Earrings,velvet-diamond-earrings-earrings,"Velvet Diamond Earrings by Royal Spark Jewelry. A luxury earring piece designed with premium finish, elegant presence, and timeless appeal.",Royal Spark,Apparel & Accessories > Jewelry,Earrings,"Royal Spark,Earrings,Luxury,Gold",TRUE,Active,RS-EAR-005,880000000035,,,,,,,,,,1890.00,2230.20,907.20,TRUE,,,,,,shopify,12,DENY,180,g,TRUE,manual,https://supremejewelers.com/cdn/shop/files/Earrings.jpg?v=1746694447&width=768,1,Velvet Diamond Earrings by Royal Spark,,FALSE,Velvet Diamond Earrings | Royal Spark Jewelry,"Velvet Diamond Earrings by Royal Spark Jewelry. A luxury earring piece designed with premium finish, elegant presence, and timeless appeal.",gold; navy,Apparel & Accessories > Jewelry,Unisex,Adult,RS-EAR-005,Earrings,"Luxury, Jewelry",new,TRUE,Earrings,Royal Spark,Luxury,Import Batch 1,
Crown Line Earrings,crown-line-earrings-earrings,"Crown Line Earrings by Royal Spark Jewelry. A luxury earring piece designed with premium finish, elegant presence, and timeless appeal.",Royal Spark,Apparel & Accessories > Jewelry,Earrings,"Royal Spark,Earrings,Luxury,Gold",TRUE,Active,RS-EAR-006,880000000036,,,,,,,,,,1540.00,1817.20,739.20,TRUE,,,,,,shopify,12,DENY,180,g,TRUE,manual,https://supremejewelers.com/cdn/shop/files/Earrings.jpg?v=1746694447&width=768,1,Crown Line Earrings by Royal Spark,,FALSE,Crown Line Earrings | Royal Spark Jewelry,"Crown Line Earrings by Royal Spark Jewelry. A luxury earring piece designed with premium finish, elegant presence, and timeless appeal.",gold; navy,Apparel & Accessories > Jewelry,Unisex,Adult,RS-EAR-006,Earrings,"Luxury, Jewelry",new,TRUE,Earrings,Royal Spark,Luxury,Import Batch 1,
Royal Tennis Bracelet,royal-tennis-bracelet-bracelets,"Royal Tennis Bracelet by Royal Spark Jewelry. A luxury bracelet piece designed with premium finish, elegant presence, and timeless appeal.",Royal Spark,Apparel & Accessories > Jewelry,Bracelets,"Royal Spark,Bracelets,Luxury,Gold",TRUE,Active,RS-BRA-001,880000000037,,,,,,,,,,3290.00,3882.20,1579.20,TRUE,,,,,,shopify,12,DENY,180,g,TRUE,manual,https://supremejewelers.com/cdn/shop/files/21LBR00824.jpg?v=1743759681,1,Royal Tennis Bracelet by Royal Spark,,FALSE,Royal Tennis Bracelet | Royal Spark Jewelry,"Royal Tennis Bracelet by Royal Spark Jewelry. A luxury bracelet piece designed with premium finish, elegant presence, and timeless appeal.",gold; navy,Apparel & Accessories > Jewelry,Unisex,Adult,RS-BRA-001,Bracelets,"Luxury, Jewelry",new,TRUE,Bracelets,Royal Spark,Luxury,Import Batch 1,
Diamond Link Bracelet,diamond-link-bracelet-bracelets,"Diamond Link Bracelet by Royal Spark Jewelry. A luxury bracelet piece designed with premium finish, elegant presence, and timeless appeal.",Royal Spark,Apparel & Accessories > Jewelry,Bracelets,"Royal Spark,Bracelets,Luxury,Gold",TRUE,Active,RS-BRA-002,880000000038,,,,,,,,,,2890.00,3410.20,1387.20,TRUE,,,,,,shopify,12,DENY,180,g,TRUE,manual,https://supremejewelers.com/cdn/shop/files/21LBR00824.jpg?v=1743759681,1,Diamond Link Bracelet by Royal Spark,,FALSE,Diamond Link Bracelet | Royal Spark Jewelry,"Diamond Link Bracelet by Royal Spark Jewelry. A luxury bracelet piece designed with premium finish, elegant presence, and timeless appeal.",gold; navy,Apparel & Accessories > Jewelry,Unisex,Adult,RS-BRA-002,Bracelets,"Luxury, Jewelry",new,TRUE,Bracelets,Royal Spark,Luxury,Import Batch 1,
Moissanite Glow Bracelet,moissanite-glow-bracelet-bracelets,"Moissanite Glow Bracelet by Royal Spark Jewelry. A luxury bracelet piece designed with premium finish, elegant presence, and timeless appeal.",Royal Spark,Apparel & Accessories > Jewelry,Bracelets,"Royal Spark,Bracelets,Luxury,Gold,Moissanite",TRUE,Active,RS-BRA-003,880000000039,,,,,,,,,,2150.00,2537.00,1032.00,TRUE,,,,,,shopify,12,DENY,180,g,TRUE,manual,https://supremejewelers.com/cdn/shop/files/21LBR00824.jpg?v=1743759681,1,Moissanite Glow Bracelet by Royal Spark,,FALSE,Moissanite Glow Bracelet | Royal Spark Jewelry,"Moissanite Glow Bracelet by Royal Spark Jewelry. A luxury bracelet piece designed with premium finish, elegant presence, and timeless appeal.",gold; navy,Apparel & Accessories > Jewelry,Unisex,Adult,RS-BRA-003,Bracelets,"Luxury, Jewelry",new,TRUE,Bracelets,Royal Spark,Luxury,Import Batch 1,
Luxe Chain Bracelet,luxe-chain-bracelet-bracelets,"Luxe Chain Bracelet by Royal Spark Jewelry. A luxury bracelet piece designed with premium finish, elegant presence, and timeless appeal.",Royal Spark,Apparel & Accessories > Jewelry,Bracelets,"Royal Spark,Bracelets,Luxury,Gold",TRUE,Active,RS-BRA-004,880000000040,,,,,,,,,,1980.00,2336.40,950.40,TRUE,,,,,,shopify,12,DENY,180,g,TRUE,manual,https://supremejewelers.com/cdn/shop/files/21LBR00824.jpg?v=1743759681,1,Luxe Chain Bracelet by Royal Spark,,FALSE,Luxe Chain Bracelet | Royal Spark Jewelry,"Luxe Chain Bracelet by Royal Spark Jewelry. A luxury bracelet piece designed with premium finish, elegant presence, and timeless appeal.",gold; navy,Apparel & Accessories > Jewelry,Unisex,Adult,RS-BRA-004,Bracelets,"Luxury, Jewelry",new,TRUE,Bracelets,Royal Spark,Luxury,Import Batch 1,
Midnight Spark Bracelet,midnight-spark-bracelet-bracelets,"Midnight Spark Bracelet by Royal Spark Jewelry. A luxury bracelet piece designed with premium finish, elegant presence, and timeless appeal.",Royal Spark,Apparel & Accessories > Jewelry,Bracelets,"Royal Spark,Bracelets,Luxury,Gold",TRUE,Active,RS-BRA-005,880000000041,,,,,,,,,,2450.00,2891.00,1176.00,TRUE,,,,,,shopify,12,DENY,180,g,TRUE,manual,https://supremejewelers.com/cdn/shop/files/21LBR00824.jpg?v=1743759681,1,Midnight Spark Bracelet by Royal Spark,,FALSE,Midnight Spark Bracelet | Royal Spark Jewelry,"Midnight Spark Bracelet by Royal Spark Jewelry. A luxury bracelet piece designed with premium finish, elegant presence, and timeless appeal.",gold; navy,Apparel & Accessories > Jewelry,Unisex,Adult,RS-BRA-005,Bracelets,"Luxury, Jewelry",new,TRUE,Bracelets,Royal Spark,Luxury,Import Batch 1,
Crown Detail Bracelet,crown-detail-bracelet-bracelets,"Crown Detail Bracelet by Royal Spark Jewelry. A luxury bracelet piece designed with premium finish, elegant presence, and timeless appeal.",Royal Spark,Apparel & Accessories > Jewelry,Bracelets,"Royal Spark,Bracelets,Luxury,Gold",TRUE,Active,RS-BRA-006,880000000042,,,,,,,,,,2690.00,3174.20,1291.20,TRUE,,,,,,shopify,12,DENY,180,g,TRUE,manual,https://supremejewelers.com/cdn/shop/files/21LBR00824.jpg?v=1743759681,1,Crown Detail Bracelet by Royal Spark,,FALSE,Crown Detail Bracelet | Royal Spark Jewelry,"Crown Detail Bracelet by Royal Spark Jewelry. A luxury bracelet piece designed with premium finish, elegant presence, and timeless appeal.",gold; navy,Apparel & Accessories > Jewelry,Unisex,Adult,RS-BRA-006,Bracelets,"Luxury, Jewelry",new,TRUE,Bracelets,Royal Spark,Luxury,Import Batch 1,
